,stock_code,date,prev,open,high,low,close,change
100,INTP,2023-01-11,10050,10100,10275,9975,10175,125
101,INTP,2023-01-12,10175,10275,10450,10175,10300,125
102,INTP,2023-01-13,10300,10300,10425,10200,10275,-25
103,INTP,2023-01-16,10275,10300,10425,10250,10250,-25
104,INTP,2023-01-17,10250,10250,10275,9800,9975,-275
105,INTP,2023-01-18,9975,9975,9975,9750,9825,-150
106,INTP,2023-01-19,9825,9750,10075,9725,10000,175
107,INTP,2023-01-20,10000,9975,9975,9775,9800,-200
108,INTP,2023-01-24,9800,9825,9900,9750,9775,-25
109,INTP,2023-01-25,9775,9775,9900,9750,9850,75
110,INTP,2023-01-26,9850,9900,10275,9900,10100,250
111,INTP,2023-01-27,10100,10100,10100,9850,9900,-200
112,INTP,2023-01-30,9900,9850,9925,9775,9825,-75
113,INTP,2023-01-31,9825,9825,10050,9825,10000,175
114,INTP,2023-02-01,10000,10075,10175,9850,9900,-100
115,INTP,2023-02-02,9900,10100,10425,10000,10350,450
116,INTP,2023-02-03,10350,10350,10650,10325,10600,250
117,INTP,2023-02-06,10600,10750,11125,10700,10975,375
118,INTP,2023-02-07,10975,10900,11050,10775,10775,-200
119,INTP,2023-02-08,10775,10725,11000,10675,10950,175
120,INTP,2023-02-09,10950,10950,11125,10825,10975,25
121,INTP,2023-02-10,10975,11100,11500,11075,11475,500
122,INTP,2023-02-13,11475,11450,11575,11275,11400,-75
123,INTP,2023-02-14,11400,11425,11850,11425,11700,300
124,INTP,2023-02-15,11700,11700,11700,11275,11525,-175
125,INTP,2023-02-16,11525,11550,11575,11300,11400,-125
126,INTP,2023-02-17,11400,11375,11475,11000,11000,-400
127,INTP,2023-02-20,11000,11100,11325,11000,11100,100
128,INTP,2023-02-21,11100,11175,11475,11175,11400,300
129,INTP,2023-02-22,11400,11300,11400,11175,11275,-125
130,INTP,2023-02-23,11275,11275,11350,11125,11200,-75
131,INTP,2023-02-24,11200,11300,11300,11100,11100,-100
132,INTP,2023-02-27,11100,11100,11400,10950,11025,-75
133,INTP,2023-02-28,11025,11075,11175,10875,11125,100
134,INTP,2023-03-01,11125,11125,11275,11025,11275,150
135,INTP,2023-03-02,11275,11250,11300,11125,11125,-150
136,INTP,2023-03-03,11125,11275,11600,11175,11425,300
137,INTP,2023-03-06,11425,11475,11600,11275,11300,-125
138,INTP,2023-03-07,11300,11250,11400,11125,11250,-50
139,INTP,2023-03-08,11250,11250,11475,11200,11475,225
140,INTP,2023-03-09,11475,11450,11475,11300,11475,0
141,INTP,2023-03-10,11475,11400,11475,11325,11475,0
142,INTP,2023-03-13,11475,11475,11475,10900,11025,-450
143,INTP,2023-03-14,11025,11000,11150,10800,11000,-25
144,INTP,2023-03-15,11000,10900,11000,10250,10250,-750
145,INTP,2023-03-16,10250,9900,9975,9550,9750,-500
146,INTP,2023-03-17,9750,9750,10200,9725,10000,250
147,INTP,2023-03-20,10000,10000,10200,9925,10125,125
148,INTP,2023-03-21,10125,10150,10275,10025,10075,-50
149,INTP,2023-03-24,10075,10100,10150,9900,10075,0
150,INTP,2023-03-27,10075,10075,10075,9800,9950,-125
151,INTP,2023-03-28,9950,10125,10750,10100,10725,775
152,INTP,2023-03-29,10725,10750,10850,10575,10625,-100
153,INTP,2023-03-30,10625,10650,10900,10575,10725,100
154,INTP,2023-03-31,10725,10675,10675,10400,10525,-200
155,INTP,2023-04-03,10525,10575,10675,10200,10500,-25
156,INTP,2023-04-04,10500,10500,10600,10300,10450,-50
157,INTP,2023-04-05,10450,10500,10525,9725,9725,-725
158,INTP,2023-04-06,9725,9825,9975,9750,9900,175
159,INTP,2023-04-10,9900,9900,9950,9800,9900,0
160,INTP,2023-04-11,9900,9900,10325,9825,10325,425
161,INTP,2023-04-12,10325,10325,10600,10200,10400,75
162,INTP,2023-04-13,10400,10400,10425,10200,10200,-200
163,INTP,2023-04-14,10200,10250,10400,10225,10275,75
164,INTP,2023-04-17,10275,10225,10375,10150,10325,50
165,INTP,2023-04-18,10325,10325,10450,10325,10350,25
166,INTP,2023-04-26,10350,10250,10450,10000,10450,100
167,INTP,2023-04-27,10450,10350,10650,10350,10500,50
168,INTP,2023-04-28,10500,10550,10850,10300,10850,350
169,INTP,2023-05-02,10850,10500,10500,10100,10100,-750
170,INTP,2023-05-03,10100,10100,10100,9825,10000,-100
171,INTP,2023-05-04,10000,10000,10075,9925,10000,0
172,INTP,2023-05-05,10000,10000,10000,9850,10000,0
173,INTP,2023-05-08,10000,10025,10250,9950,10175,175
174,INTP,2023-05-09,10175,10175,10450,10125,10350,175
175,INTP,2023-05-10,10350,10325,10400,10200,10200,-150
176,INTP,2023-05-11,10200,10200,10300,10075,10225,25
177,INTP,2023-05-12,10225,10225,10400,10100,10200,-25
178,INTP,2023-05-15,10200,10200,10200,10100,10200,0
179,INTP,2023-05-16,10200,10200,10300,10150,10275,75
180,INTP,2023-05-17,10275,10325,10500,10250,10375,100
181,INTP,2023-05-19,10375,10250,10325,10000,10200,-175
182,INTP,2023-05-22,10200,10200,10425,10150,10300,100
183,INTP,2023-05-23,10300,10275,10275,9925,9975,-325
184,INTP,2023-05-24,9975,9975,10075,9900,10050,75
185,INTP,2023-05-25,10050,10050,10200,10000,10075,25
186,INTP,2023-05-26,10075,10075,10175,10050,10050,-25
187,INTP,2023-05-29,10050,9950,10200,9925,10200,150
188,INTP,2023-05-30,10200,10175,10300,10075,10250,50
189,INTP,2023-05-31,10250,10175,10200,9900,9900,-350
190,INTP,2023-06-05,9900,9950,9975,9825,9900,0
191,INTP,2023-06-06,9900,9850,9900,9775,9775,-125
192,INTP,2023-06-07,9775,9775,9850,9600,9700,-75
193,INTP,2023-06-08,9700,9700,9725,9550,9575,-125
194,INTP,2023-06-09,9575,9600,9675,9450,9625,50
195,INTP,2023-06-12,9625,9625,9825,9625,9800,175
196,INTP,2023-06-13,9800,9825,9900,9800,9800,0
197,INTP,2023-06-14,9800,9800,9875,9725,9775,-25
198,INTP,2023-06-15,9775,9825,9925,9775,9925,150
199,INTP,2023-06-16,9925,9900,9900,9750,9750,-175
200,INTP,2023-06-19,9750,9825,9900,9775,9875,125
201,INTP,2023-06-20,9875,9875,9875,9750,9775,-100
202,INTP,2023-06-21,9775,9775,9800,9625,9800,25
203,INTP,2023-06-22,9800,9775,9850,9750,9775,-25
204,INTP,2023-06-23,9775,9750,9950,9750,9800,25
205,INTP,2023-06-26,9800,9850,9875,9750,9750,-50
206,INTP,2023-06-27,9750,9800,9925,9725,9925,175
207,INTP,2023-07-03,9925,9925,9925,9650,9675,-250
208,INTP,2023-07-04,9675,9700,9700,9550,9600,-75
209,INTP,2023-07-05,9600,9600,9775,9550,9725,125
210,INTP,2023-07-06,9725,9750,9950,9750,9900,175
211,INTP,2023-07-07,9900,9900,10175,9875,10125,225
212,INTP,2023-07-10,10125,10125,10225,10050,10100,-25
213,INTP,2023-07-11,10100,10125,10275,10050,10275,175
214,INTP,2023-07-12,10275,10275,10350,10150,10150,-125
215,INTP,2023-07-13,10150,10150,10325,10150,10250,100
216,INTP,2023-07-14,10250,10375,10450,10250,10350,100
217,INTP,2023-07-17,10350,10350,10450,10225,10275,-75
218,INTP,2023-07-18,10275,10275,10325,10100,10275,0
219,INTP,2023-07-20,10275,10300,10300,10075,10175,-100
220,INTP,2023-07-21,10175,10200,10375,10050,10350,175
221,INTP,2023-07-24,10350,10375,10425,10250,10350,0
222,INTP,2023-07-25,10350,10300,10550,10275,10450,100
223,INTP,2023-07-26,10450,10500,10500,10325,10325,-125
224,INTP,2023-07-27,10325,10350,10375,10175,10200,-125
225,INTP,2023-07-28,10200,10200,10400,10200,10400,200
226,INTP,2023-07-31,10400,10400,10525,10275,10425,25
227,INTP,2023-08-01,10425,10500,10525,10275,10425,0
228,INTP,2023-08-02,10425,10425,10575,10275,10575,150
229,INTP,2023-08-03,10575,10600,11500,10575,11100,525
230,INTP,2023-08-04,11100,11125,11275,11075,11100,0
231,INTP,2023-08-07,11100,11100,11225,10825,10825,-275
232,INTP,2023-08-08,10825,10800,11100,10625,10725,-100
233,INTP,2023-08-09,10725,10950,11050,10750,10975,250
234,INTP,2023-08-10,10975,10900,11025,10850,11000,25
235,INTP,2023-08-11,11000,10900,11150,10900,11025,25
236,INTP,2023-08-14,11025,11050,11275,10900,11275,250
237,INTP,2023-08-15,11275,11275,11325,11125,11225,-50
238,INTP,2023-08-16,11225,11200,11250,11000,11250,25
239,INTP,2023-08-18,11250,11225,11225,11000,11200,-50
240,INTP,2023-08-21,11200,11150,11150,10975,11000,-200
241,INTP,2023-08-22,11000,11000,11075,11000,11025,25
242,INTP,2023-08-23,11025,11000,11125,11000,11075,50
243,INTP,2023-08-24,11075,11100,11375,11100,11150,75
244,INTP,2023-08-25,11150,11200,11300,11100,11300,150
245,INTP,2023-08-28,11300,11275,11350,11150,11150,-150
246,INTP,2023-08-29,11150,11150,11275,11125,11125,-25
247,INTP,2023-08-30,11125,11150,11200,10900,10900,-225
248,INTP,2023-08-31,10900,10875,10875,10600,10700,-200
249,INTP,2023-09-01,10700,10700,10700,10450,10600,-100
250,INTP,2023-09-04,10600,10600,10800,10500,10600,0
251,INTP,2023-09-05,10600,0,10775,10575,10700,100
252,INTP,2023-09-06,10700,10725,10975,10700,10775,75
253,INTP,2023-09-07,10775,10775,10775,10550,10700,-75
254,INTP,2023-09-08,10700,10750,10825,10675,10825,125
255,INTP,2023-09-11,10825,10825,11050,10775,11025,200
256,INTP,2023-09-12,11025,11075,11075,10775,10825,-200
257,INTP,2023-09-13,10825,10850,11000,10850,11000,175
258,INTP,2023-09-14,11000,11025,11025,10875,10900,-100
259,INTP,2023-09-15,10900,10975,10975,10750,10750,-150
260,INTP,2023-09-18,10750,10700,10750,10250,10250,-500
261,INTP,2023-09-19,10250,10250,10625,10175,10350,100
262,INTP,2023-09-20,10350,10325,10325,10100,10125,-225
263,INTP,2023-09-21,10125,10075,10300,10050,10250,125
264,INTP,2023-09-22,10250,10250,10300,10075,10100,-150
265,INTP,2023-09-25,10100,10100,10200,10000,10025,-75
266,INTP,2023-09-26,10025,10075,10125,9725,9800,-225
267,INTP,2023-09-27,9800,9800,10075,9775,10075,275
268,INTP,2023-09-29,10075,10100,10125,9925,9950,-125
269,INTP,2023-10-02,9950,10025,10150,9975,10100,150
270,INTP,2023-10-03,10100,10150,10175,10025,10100,0
271,INTP,2023-10-04,10100,10050,10050,9825,10025,-75
272,INTP,2023-10-05,10025,10050,10175,9950,10125,100
273,INTP,2023-10-06,10125,10125,10125,9975,10025,-100
274,INTP,2023-10-09,10025,9975,10050,9850,10000,-25
275,INTP,2023-10-10,10000,10050,10175,10050,10100,100
276,INTP,2023-10-11,10100,10125,10150,9950,9950,-150
277,INTP,2023-10-12,9950,9975,10125,9975,10050,100
278,INTP,2023-10-13,10050,10050,10200,9975,10000,-50
279,INTP,2023-10-16,10000,10000,10150,9975,10075,75
280,INTP,2023-10-17,10075,10100,10350,10100,10300,225
281,INTP,2023-10-18,10300,10300,10300,9900,9900,-400
282,INTP,2023-10-19,9900,9900,10000,9800,9875,-25
283,INTP,2023-10-20,9875,9825,9875,9700,9825,-50
284,INTP,2023-10-23,9825,9825,9825,9525,9650,-175
285,INTP,2023-10-24,9650,9650,9825,9650,9675,25
286,INTP,2023-10-25,9675,9700,9800,9650,9650,-25
287,INTP,2023-10-26,9650,9700,9700,9175,9350,-300
288,INTP,2023-10-27,9350,9375,9450,9125,9250,-100
289,INTP,2023-10-30,9250,9250,9275,9150,9225,-25
290,INTP,2023-10-31,9225,9225,9325,9025,9275,50
291,INTP,2023-11-01,9275,9500,9500,9100,9100,-175
292,INTP,2023-11-02,9100,9150,9475,9150,9325,225
293,INTP,2023-11-03,9325,9375,9500,9375,9375,50
294,INTP,2023-11-06,9375,9575,9950,9450,9800,425
295,INTP,2023-11-07,9800,9850,10200,9700,9825,25
296,INTP,2023-11-08,9825,9825,9825,9550,9700,-125
297,INTP,2023-11-09,9700,9700,9750,9600,9600,-100
298,INTP,2023-11-10,9600,9600,9600,9350,9400,-200
299,INTP,2023-11-13,9400,9475,9475,9375,9425,25
300,INTP,2023-11-14,9425,9425,9475,9325,9425,0
301,INTP,2023-11-15,9425,9475,9475,9350,9425,0
302,INTP,2023-11-16,9425,9425,9425,9325,9400,-25
303,INTP,2023-11-17,9400,9400,9500,9375,9450,50
304,INTP,2023-11-20,9450,9450,9625,9400,9550,100
305,INTP,2023-11-21,9550,9600,9600,9300,9350,-200
306,INTP,2023-11-22,9350,9375,9400,9225,9250,-100
307,INTP,2023-11-23,9250,9225,9400,9225,9250,0
308,INTP,2023-11-24,9250,9250,9325,9200,9275,25
309,INTP,2023-11-27,9275,9300,9425,9250,9250,-25
310,INTP,2023-11-28,9250,9300,9375,9250,9275,25
311,INTP,2023-11-29,9275,9375,9425,9300,9400,125
312,INTP,2023-11-30,9400,9325,10200,9275,10200,800
313,INTP,2023-12-01,10200,9600,9750,9375,9550,-650
314,INTP,2023-12-04,9550,9475,9500,9350,9350,-200
315,INTP,2023-12-05,9350,9375,9475,9275,9475,125
316,INTP,2023-12-06,9475,9425,9550,9425,9500,25
317,INTP,2023-12-07,9500,9500,9600,9400,9525,25
318,INTP,2023-12-08,9525,9550,9550,9350,9375,-150
319,INTP,2023-12-11,9375,9400,9450,9325,9425,50
320,INTP,2023-12-12,9425,9425,9550,9325,9400,-25
321,INTP,2023-12-13,9400,9375,9375,9175,9300,-100
322,INTP,2023-12-14,9300,9300,9375,9275,9300,0
323,INTP,2023-12-15,9300,9300,9425,9275,9300,0
324,INTP,2023-12-18,9300,9250,9350,9250,9300,0
325,INTP,2023-12-19,9300,9300,9375,9200,9200,-100
326,INTP,2023-12-20,9200,9250,9325,9150,9150,-50
327,INTP,2023-12-21,9150,9175,9250,9125,9150,0
328,INTP,2023-12-22,9150,9200,9325,9175,9275,125
329,INTP,2023-12-27,9275,9300,9375,9225,9275,0
330,INTP,2023-12-28,9275,9325,9475,9300,9400,125
331,INTP,2023-12-29,9400,9425,9450,9325,9400,0
332,INTP,2022-01-03,12100,12000,12050,11650,11700,-400
333,INTP,2022-01-04,11700,11700,11850,11450,11475,-225
334,INTP,2022-01-05,11475,11475,11575,11275,11300,-175
335,INTP,2022-01-06,11300,11275,11300,10975,11150,-150
336,INTP,2022-01-07,11150,11150,11200,10950,10950,-200
337,INTP,2022-01-10,10950,10950,11100,10925,10925,-25
338,INTP,2022-01-11,10925,10950,11050,10825,10925,0
339,INTP,2022-01-12,10925,10950,11050,10850,11000,75
340,INTP,2022-01-13,11000,11000,11100,10975,11075,75
341,INTP,2022-01-14,11075,11075,11075,10975,11075,0
342,INTP,2022-01-17,11075,11075,11075,10825,10875,-200
343,INTP,2022-01-18,10875,10875,11000,10700,10875,0
344,INTP,2022-01-19,10875,10875,11000,10650,10675,-200
345,INTP,2022-01-20,10675,10675,10900,10600,10750,75
346,INTP,2022-01-21,10750,10625,10850,10625,10775,25
347,INTP,2022-01-24,10775,10750,11125,10750,11125,350
348,INTP,2022-01-25,11125,11000,11025,10800,10950,-175
349,INTP,2022-01-26,10950,10950,11050,10850,11050,100
350,INTP,2022-01-27,11050,11050,11050,10850,10900,-150
351,INTP,2022-01-28,10900,10825,11025,10750,10950,50
352,INTP,2022-01-31,10950,10975,11025,10800,10950,0
353,INTP,2022-02-02,10950,10950,11100,10925,11000,50
354,INTP,2022-02-03,11000,11000,11025,10725,10900,-100
355,INTP,2022-02-04,10900,10900,11200,10825,10875,-25
356,INTP,2022-02-07,10875,10900,11175,10850,11175,300
357,INTP,2022-02-08,11175,11175,11225,10825,10850,-325
358,INTP,2022-02-09,10850,11000,11000,10800,10875,25
359,INTP,2022-02-10,10875,10875,11100,10850,10850,-25
360,INTP,2022-02-11,10850,10850,10950,10750,10925,75
361,INTP,2022-02-14,10925,10875,10900,10650,10775,-150
362,INTP,2022-02-15,10775,10775,10900,10750,10875,100
363,INTP,2022-02-16,10875,10825,11050,10825,10975,100
364,INTP,2022-02-17,10975,10975,11200,10925,11125,150
365,INTP,2022-02-18,11125,11100,11150,10925,10925,-200
366,INTP,2022-02-21,10925,10925,11200,10900,11200,275
367,INTP,2022-02-22,11200,11200,11200,10925,11150,-50
368,INTP,2022-02-23,11150,11125,11125,10950,11000,-150
369,INTP,2022-02-24,11000,10950,11075,10425,10475,-525
370,INTP,2022-02-25,10475,10500,11175,10500,10950,475
371,INTP,2022-03-01,10950,11175,11400,10500,10525,-425
372,INTP,2022-03-02,10525,10525,10575,10200,10200,-325
373,INTP,2022-03-04,10200,10100,10275,10000,10200,0
374,INTP,2022-03-07,10200,10150,10375,10000,10200,0
375,INTP,2022-03-08,10200,10200,10225,10000,10000,-200
376,INTP,2022-03-09,10000,10000,10150,9925,10050,50
377,INTP,2022-03-10,10050,10200,10725,10150,10700,650
378,INTP,2022-03-11,10700,10700,10700,10500,10675,-25
379,INTP,2022-03-14,10675,10650,10775,10525,10675,0
380,INTP,2022-03-15,10675,10675,10800,10575,10650,-25
381,INTP,2022-03-16,10650,10650,10750,10550,10675,25
382,INTP,2022-03-17,10675,10675,10900,10675,10800,125
383,INTP,2022-03-18,10800,10850,10975,10525,10975,175
384,INTP,2022-03-21,10975,10875,10875,10500,10625,-350
385,INTP,2022-03-22,10625,10625,10850,10625,10850,225
386,INTP,2022-03-23,10850,10825,10900,10750,10900,50
387,INTP,2022-03-24,10900,10750,10975,10725,10975,75
388,INTP,2022-03-25,10975,10925,10975,10625,10975,0
389,INTP,2022-03-28,10975,10925,11050,10750,10875,-100
390,INTP,2022-03-29,10875,10950,10950,10750,10750,-125
391,INTP,2022-03-30,10750,10850,10975,10775,10925,175
392,INTP,2022-03-31,10925,10950,10950,10700,10775,-150
393,INTP,2022-04-01,10775,10825,10825,10625,10725,-50
394,INTP,2022-04-04,10725,10750,10875,10575,10875,150
395,INTP,2022-04-05,10875,10825,10875,10650,10850,-25
396,INTP,2022-04-06,10850,10700,10800,10500,10500,-350
397,INTP,2022-04-07,10500,10525,10675,10400,10450,-50
398,INTP,2022-04-08,10450,10450,10575,10400,10450,0
399,INTP,2022-04-11,10450,10400,10450,10125,10125,-325
400,INTP,2022-04-12,10125,10125,10250,9975,10225,100
401,INTP,2022-04-13,10225,10200,10200,9975,10175,-50
402,INTP,2022-04-14,10175,10075,10175,10000,10050,-125
403,INTP,2022-04-18,10050,10075,10250,10000,10025,-25
404,INTP,2022-04-19,10025,10025,10350,10025,10275,250
405,INTP,2022-04-20,10275,10300,10375,10125,10225,-50
406,INTP,2022-04-21,10225,10225,10350,10100,10150,-75
407,INTP,2022-04-22,10150,10150,10175,10025,10150,0
408,INTP,2022-04-25,10150,10100,10275,10025,10125,-25
409,INTP,2022-04-26,10125,10125,10575,10125,10475,350
410,INTP,2022-04-27,10475,10475,10550,10325,10425,-50
411,INTP,2022-04-28,10425,10500,10675,10400,10475,50
412,INTP,2022-05-09,10475,10450,10450,9850,10000,-475
413,INTP,2022-05-10,10000,10000,10150,9800,10025,25
414,INTP,2022-05-11,10025,10075,10600,10075,10500,475
415,INTP,2022-05-12,10500,10450,10450,10100,10150,-350
416,INTP,2022-05-13,10150,9450,9800,9450,9650,-500
417,INTP,2022-05-17,9650,9650,9750,9375,9600,-50
418,INTP,2022-05-18,9600,9650,9900,9500,9900,300
419,INTP,2022-05-19,9900,9800,9825,9550,9825,-75
420,INTP,2022-05-20,9825,9825,10000,9775,9900,75
421,INTP,2022-05-23,9900,10000,10150,9950,10075,175
422,INTP,2022-05-24,10075,10150,10275,10100,10200,125
423,INTP,2022-05-25,10200,10200,10225,10050,10200,0
424,INTP,2022-05-27,10200,10275,10575,10275,10350,150
425,INTP,2022-05-30,10350,10350,10575,10200,10225,-125
426,INTP,2022-05-31,10225,10225,10300,9725,9725,-500
427,INTP,2022-06-02,9725,9800,9925,9675,9850,125
428,INTP,2022-06-03,9850,9975,9975,9750,9800,-50
429,INTP,2022-06-06,9800,9825,9950,9775,9900,100
430,INTP,2022-06-07,9900,9500,9650,9425,9550,-350
431,INTP,2022-06-08,9550,9550,9725,9475,9650,100
432,INTP,2022-06-09,9650,9675,9700,9500,9500,-150
433,INTP,2022-06-10,9500,9500,9525,9350,9400,-100
434,INTP,2022-06-13,9400,9350,9350,9025,9150,-250
435,INTP,2022-06-14,9150,9125,9275,9075,9225,75
436,INTP,2022-06-15,9225,9225,9300,9100,9100,-125
437,INTP,2022-06-16,9100,9150,9300,9150,9200,100
438,INTP,2022-06-17,9200,9100,9250,9050,9250,50
439,INTP,2022-06-20,9250,9250,9275,9075,9200,-50
440,INTP,2022-06-21,9200,9225,9400,9200,9400,200
441,INTP,2022-06-22,9400,9350,9425,9275,9275,-125
442,INTP,2022-06-23,9275,9275,9500,9200,9500,225
443,INTP,2022-06-24,9500,9500,9825,9450,9775,275
444,INTP,2022-06-27,9775,9775,9800,9525,9750,-25
445,INTP,2022-06-28,9750,9725,9725,9450,9625,-125
446,INTP,2022-06-29,9625,9550,9675,9425,9500,-125
447,INTP,2022-06-30,9500,9600,9700,9300,9475,-25
448,INTP,2022-07-01,9475,9475,9500,9250,9400,-75
449,INTP,2022-07-04,9400,9400,9425,9125,9200,-200
450,INTP,2022-07-05,9200,9250,9325,9175,9225,25
451,INTP,2022-07-06,9225,9225,9325,9025,9325,100
452,INTP,2022-07-07,9325,9325,9325,9100,9125,-200
453,INTP,2022-07-08,9125,9200,9250,9050,9175,50
454,INTP,2022-07-11,9175,9075,9125,9025,9125,-50
455,INTP,2022-07-12,9125,9125,9125,9000,9075,-50
456,INTP,2022-07-13,9075,9075,9100,9000,9025,-50
