,accuracy_history,loss_history
0,0.006593406666070223,0.05030294880270958
1,0.006593406666070223,0.01888340339064598
2,0.006593406666070223,0.013183699920773506
3,0.006593406666070223,0.011780084110796452
4,0.006593406666070223,0.010914022102952003
5,0.006593406666070223,0.010104592889547348
6,0.006593406666070223,0.010024876333773136
7,0.006593406666070223,0.009511090815067291
8,0.006593406666070223,0.00909892562776804
9,0.006593406666070223,0.00803283043205738
10,0.006593406666070223,0.007682150229811668
11,0.006593406666070223,0.007771685253828764
12,0.006593406666070223,0.007034183479845524
13,0.006593406666070223,0.006854583974927664
14,0.006593406666070223,0.00616089440882206
15,0.006593406666070223,0.006674514152109623
16,0.006593406666070223,0.00523702148348093
17,0.006593406666070223,0.00499650789424777
18,0.006593406666070223,0.005079399328678846
19,0.006593406666070223,0.004525311756879091
20,0.006593406666070223,0.004610846750438213
21,0.006593406666070223,0.005142629612237215
22,0.006593406666070223,0.004170677624642849
23,0.006593406666070223,0.0039025796577334404
24,0.006593406666070223,0.003984958864748478
25,0.006593406666070223,0.0034671768080443144
26,0.006593406666070223,0.0037435204721987247
27,0.006593406666070223,0.0035152421332895756
28,0.006593406666070223,0.0035777739249169827
29,0.006593406666070223,0.003603535471484065
30,0.006593406666070223,0.0036385245621204376
31,0.006593406666070223,0.0033642405178397894
32,0.006593406666070223,0.0031469478271901608
33,0.006593406666070223,0.003371700644493103
34,0.006593406666070223,0.0034911446273326874
35,0.006593406666070223,0.002967906417325139
36,0.006593406666070223,0.003079857910051942
37,0.006593406666070223,0.0032333293929696083
38,0.006593406666070223,0.0030686308164149523
39,0.006593406666070223,0.0029361534398049116
40,0.006593406666070223,0.002873052144423127
41,0.006593406666070223,0.003043687902390957
42,0.006593406666070223,0.0028679356910288334
43,0.006593406666070223,0.002750599291175604
44,0.006593406666070223,0.002957743126899004
45,0.006593406666070223,0.0027331802994012833
46,0.006593406666070223,0.0031514542642980814
47,0.006593406666070223,0.003022434888407588
48,0.006593406666070223,0.0033062808215618134
49,0.006593406666070223,0.002573352074250579
50,0.006593406666070223,0.0024665133096277714
51,0.006593406666070223,0.0024881199933588505
52,0.006593406666070223,0.0026899497024714947
53,0.006593406666070223,0.0025639808736741543
54,0.006593406666070223,0.002668831031769514
55,0.006593406666070223,0.0029952775221318007
56,0.006593406666070223,0.002734719542786479
57,0.006593406666070223,0.0030950510408729315
58,0.006593406666070223,0.002561940811574459
59,0.006593406666070223,0.002399774268269539
60,0.006593406666070223,0.002359559526666999
61,0.006593406666070223,0.0024060930591076612
62,0.006593406666070223,0.002317535923793912
63,0.006593406666070223,0.002477387897670269
64,0.006593406666070223,0.0020473531913012266
65,0.006593406666070223,0.002244146540760994
66,0.006593406666070223,0.00220233085565269
67,0.006593406666070223,0.0024182447232306004
68,0.006593406666070223,0.0022641709074378014
69,0.006593406666070223,0.0024431918282061815
70,0.006593406666070223,0.002293623751029372
71,0.006593406666070223,0.002319000894203782
72,0.006593406666070223,0.0022320642601698637
73,0.006593406666070223,0.00231436756439507
74,0.006593406666070223,0.0024421203415840864
75,0.006593406666070223,0.002292074030265212
76,0.006593406666070223,0.002095817355439067
77,0.006593406666070223,0.0022086251992732286
78,0.006593406666070223,0.0023734928108751774
79,0.006593406666070223,0.0022160192020237446
80,0.006593406666070223,0.0021852669306099415
81,0.006593406666070223,0.0020829529967159033
82,0.006593406666070223,0.002069228794425726
83,0.006593406666070223,0.002169629093259573
84,0.006593406666070223,0.0019912070129066706
85,0.006593406666070223,0.0022540423087775707
86,0.006593406666070223,0.002566523617133498
87,0.006593406666070223,0.002191352192312479
88,0.006593406666070223,0.0023278461303561926
89,0.006593406666070223,0.002064288826659322
90,0.006593406666070223,0.001991014229133725
91,0.006593406666070223,0.002238457789644599
92,0.006593406666070223,0.0023691654205322266
93,0.006593406666070223,0.002098333090543747
94,0.006593406666070223,0.0021159520838409662
95,0.006593406666070223,0.00191558210644871
96,0.006593406666070223,0.002063347725197673
97,0.006593406666070223,0.002155216410756111
98,0.006593406666070223,0.002112479880452156
99,0.006593406666070223,0.0022316593676805496
