,accuracy_history,loss_history
0,0.0062761506997048855,0.028025176376104355
1,0.0062761506997048855,0.007852964103221893
2,0.0062761506997048855,0.008458997122943401
3,0.0062761506997048855,0.008410117588937283
4,0.0062761506997048855,0.006393010728061199
5,0.0062761506997048855,0.008729115128517151
6,0.0062761506997048855,0.0058569470420479774
7,0.0062761506997048855,0.004493920598179102
8,0.0062761506997048855,0.004518767353147268
9,0.0062761506997048855,0.003170180832967162
10,0.0062761506997048855,0.002804415300488472
11,0.0062761506997048855,0.002640052931383252
12,0.0062761506997048855,0.002280580811202526
13,0.0062761506997048855,0.00201592268422246
14,0.0062761506997048855,0.0020113205537199974
15,0.0062761506997048855,0.002085715299472213
16,0.0062761506997048855,0.002111811423674226
17,0.0062761506997048855,0.0021659093908965588
18,0.0062761506997048855,0.0019610596355050802
19,0.0062761506997048855,0.0018388371681794524
20,0.0062761506997048855,0.0023332543205469847
21,0.0062761506997048855,0.0019669411703944206
22,0.0062761506997048855,0.0022820059675723314
23,0.0062761506997048855,0.0023335565347224474
24,0.0062761506997048855,0.0018813342321664095
25,0.0062761506997048855,0.0019289181800559163
26,0.0062761506997048855,0.0021122368052601814
27,0.0062761506997048855,0.0019429536769166589
28,0.0062761506997048855,0.0020710218232125044
29,0.0062761506997048855,0.0020727377850562334
30,0.0062761506997048855,0.0019075978780165315
31,0.0062761506997048855,0.0019227165030315518
32,0.0062761506997048855,0.002326125046238303
33,0.0062761506997048855,0.00219679600559175
34,0.0062761506997048855,0.00176768668461591
35,0.0062761506997048855,0.0021193407010287046
36,0.0062761506997048855,0.0026356177404522896
37,0.0062761506997048855,0.0019850702956318855
38,0.0062761506997048855,0.0019928787369281054
39,0.0062761506997048855,0.00187475245911628
40,0.0062761506997048855,0.001962306909263134
41,0.0062761506997048855,0.002057106466963887
42,0.0062761506997048855,0.001973656704649329
43,0.0062761506997048855,0.0019407984800636768
44,0.0062761506997048855,0.0023726059589535
45,0.0062761506997048855,0.0020106143783777952
46,0.0062761506997048855,0.0019650293979793787
47,0.0062761506997048855,0.0020852882880717516
48,0.0062761506997048855,0.0019711244385689497
49,0.0062761506997048855,0.0018856244860216975
50,0.0062761506997048855,0.0018842329736799002
51,0.0062761506997048855,0.0017293114215135574
52,0.0062761506997048855,0.0021890741772949696
53,0.0062761506997048855,0.001965925795957446
54,0.0062761506997048855,0.0018314631888642907
55,0.0062761506997048855,0.0021754701156169176
56,0.0062761506997048855,0.0018751310417428613
57,0.0062761506997048855,0.002108723856508732
58,0.0062761506997048855,0.0018541854806244373
59,0.0062761506997048855,0.0021851330529898405
60,0.0062761506997048855,0.0020743831992149353
61,0.0062761506997048855,0.0018425026210024953
62,0.0062761506997048855,0.0020475194323807955
63,0.0062761506997048855,0.0019283972214907408
64,0.0062761506997048855,0.00194115552585572
65,0.0062761506997048855,0.002101331017911434
66,0.0062761506997048855,0.002044903812929988
67,0.0062761506997048855,0.0019595124758780003
68,0.0062761506997048855,0.0022008002270013094
69,0.0062761506997048855,0.001928438083268702
70,0.0062761506997048855,0.0018411019118502736
71,0.0062761506997048855,0.0019959774799644947
72,0.0062761506997048855,0.001952832331880927
73,0.0062761506997048855,0.0020791953429579735
74,0.0062761506997048855,0.001828809268772602
75,0.0062761506997048855,0.0018480513244867325
76,0.0062761506997048855,0.0020193534437566996
77,0.0062761506997048855,0.0021595139987766743
78,0.0062761506997048855,0.002368881134316325
79,0.0062761506997048855,0.001726545044220984
80,0.0062761506997048855,0.001829434302635491
81,0.0062761506997048855,0.0019133227178826928
82,0.0062761506997048855,0.0019990636501461267
83,0.0062761506997048855,0.0019507056567817926
84,0.0062761506997048855,0.002087741158902645
85,0.0062761506997048855,0.00174431421328336
86,0.0062761506997048855,0.0021438482217490673
87,0.0062761506997048855,0.0018112006364390254
88,0.0062761506997048855,0.0018548181978985667
89,0.0062761506997048855,0.0019608065485954285
90,0.0062761506997048855,0.0017901344690471888
91,0.0062761506997048855,0.0018311666790395975
92,0.0062761506997048855,0.001943551586009562
93,0.0062761506997048855,0.002023812150582671
94,0.0062761506997048855,0.001772767980583012
95,0.0062761506997048855,0.0019846635404974222
96,0.0062761506997048855,0.0018330165185034275
97,0.0062761506997048855,0.0018486131448298693
98,0.0062761506997048855,0.0016789254732429981
99,0.0062761506997048855,0.002108813961967826
