,date,stock_code,prev,open,high,low,close,change
316,12 Mei 2022,HRUM,10350,10350,10500,9850,10000,-350
346,12 Mei 2022,INKP,7600,7600,7600,7225,7275,-325
354,12 Mei 2022,INTP,10500,10450,10450,10100,10150,-350
447,12 Mei 2022,MAPI,925,0,925,865,865,-60
643,12 Mei 2022,SIDO,920,0,930,900,900,-20
752,12 Mei 2022,UNTR,30225,29625,30200,28925,29300,-925
753,12 Mei 2022,UNVR,4880,4920,4940,4580,4690,-190
4,13 Mei 2022,ACES,970,0,1010,960,990,20
34,13 Mei 2022,AMRT,1505,1595,1675,1430,1575,70
55,13 Mei 2022,ASII,6850,6900,7225,6850,7125,275
316,13 Mei 2022,HRUM,10000,10300,10725,9950,10525,525
346,13 Mei 2022,INKP,7275,7275,7475,7200,7325,50
354,13 Mei 2022,INTP,10150,9450,9800,9450,9650,-500
447,13 Mei 2022,MAPI,865,0,905,835,890,25
643,13 Mei 2022,SIDO,900,0,925,900,925,25
752,13 Mei 2022,UNTR,29300,29300,30325,29300,30225,925
753,13 Mei 2022,UNVR,4690,4690,4900,4660,4800,110
4,17 Mei 2022,ACES,990,0,1025,1000,1015,25
34,17 Mei 2022,AMRT,1575,1600,1710,1600,1650,75
55,17 Mei 2022,ASII,7125,7250,7300,7000,7000,-125
316,17 Mei 2022,HRUM,10525,10700,10975,10600,10975,450
346,17 Mei 2022,INKP,7325,7400,7725,7350,7675,350
354,17 Mei 2022,INTP,9650,9650,9750,9375,9600,-50
447,17 Mei 2022,MAPI,890,0,910,865,865,-25
644,17 Mei 2022,SIDO,925,0,930,920,925,0
753,17 Mei 2022,UNTR,30225,30250,30775,29825,30075,-150
754,17 Mei 2022,UNVR,4800,4810,4900,4660,4800,0
4,18 Mei 2022,ACES,1015,0,1030,1000,1015,0
34,18 Mei 2022,AMRT,1650,1675,1750,1665,1705,55
55,18 Mei 2022,ASII,7000,6975,7200,6925,7100,100
316,18 Mei 2022,HRUM,10975,11150,11175,10700,10975,0
346,18 Mei 2022,INKP,7675,7675,7750,7575,7700,25
354,18 Mei 2022,INTP,9600,9650,9900,9500,9900,300
447,18 Mei 2022,MAPI,865,0,900,865,900,35
644,18 Mei 2022,SIDO,925,0,940,920,930,5
753,18 Mei 2022,UNTR,30075,30300,30400,30000,30300,225
754,18 Mei 2022,UNVR,4800,4820,5075,4810,5025,225
4,19 Mei 2022,ACES,1015,0,1020,980,1020,5
34,19 Mei 2022,AMRT,1705,1675,1745,1610,1700,-5
55,19 Mei 2022,ASII,7100,6925,7125,6850,7000,-100
316,19 Mei 2022,HRUM,10975,10500,10825,10375,10700,-275
346,19 Mei 2022,INKP,7700,7600,7650,7425,7525,-175
354,19 Mei 2022,INTP,9900,9800,9825,9550,9825,-75
447,19 Mei 2022,MAPI,900,0,890,840,845,-55
644,19 Mei 2022,SIDO,930,0,965,920,965,35
